Buin, Población con discapacidad intelectual o cognitiva, 505.0
Isla De Maipo, Población con discapacidad intelectual o cognitiva, 153.0
Paine, Población con discapacidad intelectual o cognitiva, 403.0
San Pedro, Población con discapacidad intelectual o cognitiva, 61.0
Alhué, Población con discapacidad intelectual o cognitiva, 17.0
Región Del Libertador Gral. Bernardo O'higgins, Población con discapacidad intelectual o cognitiva, 4875.0
Navidad, Población con discapacidad intelectual o cognitiva, 43.0
Mostazal, Población con discapacidad intelectual o cognitiva, 131.0
Codegua, Población con discapacidad intelectual o cognitiva, 79.0
Graneros, Población con discapacidad intelectual o cognitiva, 133.0
Litueche, Población con discapacidad intelectual o cognitiva, 48.0
Rancagua, Población con discapacidad intelectual o cognitiva, 1202.0
Machalí, Población con discapacidad intelectual o cognitiva, 133.0
Doñihue, Población con discapacidad intelectual o cognitiva, 102.0
La Estrella, Población con discapacidad intelectual o cognitiva, 33.0
Olivar, Población con discapacidad intelectual o cognitiva, 59.0
Coinco, Población con discapacidad intelectual o cognitiva, 47.0
Requínoa, Población con discapacidad intelectual o cognitiva, 118.0
Las Cabras, Población con discapacidad intelectual o cognitiva, 130.0
Coltauco, Población con discapacidad intelectual o cognitiva, 108.0
Quinta De Tilcoco, Población con discapacidad intelectual o cognitiva, 87.0
Pichidegua, Población con discapacidad intelectual o cognitiva, 110.0
Peumo, Población con discapacidad intelectual o cognitiva, 78.0
Pichilemu, Población con discapacidad intelectual o cognitiva, 114.0
Marchihue, Población con discapacidad intelectual o cognitiva, 40.0
Rengo, Población con discapacidad intelectual o cognitiva, 308.0
San Vicente, Población con discapacidad intelectual o cognitiva, 274.0
Malloa, Población con discapacidad intelectual o cognitiva, 73.0
Peralillo, Población con discapacidad intelectual o cognitiva, 70.0
Palmilla, Población con discapacidad intelectual o cognitiva, 77.0
San Fernando, Población con discapacidad intelectual o cognitiva, 440.0
Pumanque, Población con discapacidad intelectual o cognitiva, 34.0
Placilla, Población con discapacidad intelectual o cognitiva, 43.0
Santa Cruz, Población con discapacidad intelectual o cognitiva, 217.0
Paredones, Población con discapacidad intelectual o cognitiva, 63.0
Nancagua, Población con discapacidad intelectual o cognitiva, 98.0
Chimbarongo, Población con discapacidad intelectual o cognitiva, 207.0
Lolol, Población con discapacidad intelectual o cognitiva, 55.0
Chépica, Población con discapacidad intelectual o cognitiva, 121.0
Región Del Maule, Población con discapacidad intelectual o cognitiva, 6425.0
Teno, Población con discapacidad intelectual o cognitiva, 145.0
Vichuquén, Población con discapacidad intelectual o cognitiva, 28.0
Rauco, Población con discapacidad intelectual o cognitiva, 78.0
Romeral, Población con discapacidad intelectual o cognitiva, 76.0
Hualañé, Población con discapacidad intelectual o cognitiva, 95.0
Curicó, Población con discapacidad intelectual o cognitiva, 635.0
Licantén, Población con discapacidad intelectual o cognitiva, 59.0
Sagrada Familia, Población con discapacidad intelectual o cognitiva, 123.0
Curepto, Población con discapacidad intelectual o cognitiva, 138.0
Molina, Población con discapacidad intelectual o cognitiva, 189.0
Río Claro, Población con discapacidad intelectual o cognitiva, 80.0
San Rafael, Población con discapacidad intelectual o cognitiva, 57.0
Constitución, Población con discapacidad intelectual o cognitiva, 344.0
Pelarco, Población con discapacidad intelectual o cognitiva, 53.0
Pencahue, Población con discapacidad intelectual o cognitiva, 88.0
Talca, Población con discapacidad intelectual o cognitiva, 1402.0
Maule, Población con discapacidad intelectual o cognitiva, 136.0
San Clemente, Población con discapacidad intelectual o cognitiva, 329.0
Empedrado, Población con discapacidad intelectual o cognitiva, 29.0
San Javier, Población con discapacidad intelectual o cognitiva, 305.0
Villa Alegre, Población con discapacidad intelectual o cognitiva, 115.0
Colbún, Población con discapacidad intelectual o cognitiva, 134.0
Chanco, Población con discapacidad intelectual o cognitiva, 94.0
Yerbas Buenas, Población con discapacidad intelectual o cognitiva, 122.0
Pelluhue, Población con discapacidad intelectual o cognitiva, 59.0
Linares, Población con discapacidad intelectual o cognitiva, 536.0
Longaví, Población con discapacidad intelectual o cognitiva, 212.0
Cauquenes, Población con discapacidad intelectual o cognitiva, 392.0
Retiro, Población con discapacidad intelectual o cognitiva, 125.0
Parral, Población con discapacidad intelectual o cognitiva, 247.0
Región Del Biobío, Población con discapacidad intelectual o cognitiva, 14488.0
Cobquecura, Población con discapacidad intelectual o cognitiva, 51.0
Quirihue, Población con discapacidad intelectual o cognitiva, 113.0
Ñiquén, Población con discapacidad intelectual o cognitiva, 117.0
Ninhue, Población con discapacidad intelectual o cognitiva, 68.0
San Carlos, Población con discapacidad intelectual o cognitiva, 453.0
Treguaco, Población con discapacidad intelectual o cognitiva, 74.0
Coelemu, Población con discapacidad intelectual o cognitiva, 153.0
San Nicolás, Población con discapacidad intelectual o cognitiva, 144.0
Portezuelo, Población con discapacidad intelectual o cognitiva, 64.0
San Fabián, Población con discapacidad intelectual o cognitiva, 47.0
Chillán, Población con discapacidad intelectual o cognitiva, 1252.0
Tomé, Población con discapacidad intelectual o cognitiva, 392.0
Coihueco, Población con discapacidad intelectual o cognitiva, 216.0
Chillán Viejo, Población con discapacidad intelectual o cognitiva, 151.0
Ránquil, Población con discapacidad intelectual o cognitiva, 59.0
Pinto, Población con discapacidad intelectual o cognitiva, 102.0
Penco, Población con discapacidad intelectual o cognitiva, 325.0
Bulnes, Población con discapacidad intelectual o cognitiva, 172.0
Quillón, Población con discapacidad intelectual o cognitiva, 153.0
Talcahuano, Población con discapacidad intelectual o cognitiva, 1700.0
Hualpén, Población con discapacidad intelectual o cognitiva, -
San Ignacio, Población con discapacidad intelectual o cognitiva, 169.0
Concepción, Población con discapacidad intelectual o cognitiva, 1388.0
Florida, Población con discapacidad intelectual o cognitiva, 147.0
San Pedro De La Paz, Población con discapacidad intelectual o cognitiva, 542.0
El Carmen, Población con discapacidad intelectual o cognitiva, 146.0
Chiguayante, Población con discapacidad intelectual o cognitiva, 487.0
Hualqui, Población con discapacidad intelectual o cognitiva, 247.0
Pemuco, Población con discapacidad intelectual o cognitiva, 84.0
Coronel, Población con discapacidad intelectual o cognitiva, 660.0
Cabrero, Población con discapacidad intelectual o cognitiva, 198.0
Lota, Población con discapacidad intelectual o cognitiva, 369.0
Yumbel, Población con discapacidad intelectual o cognitiva, 234.0
Yungay, Población con discapacidad intelectual o cognitiva, 132.0
Santa Juana, Población con discapacidad intelectual o cognitiva, 134.0
Arauco, Población con discapacidad intelectual o cognitiva, 235.0
San Rosendo, Población con discapacidad intelectual o cognitiva, 38.0
Laja, Población con discapacidad intelectual o cognitiva, 215.0
Tucapel, Población con discapacidad intelectual o cognitiva, 139.0
Antuco, Población con discapacidad intelectual o cognitiva, 37.0
Los Ángeles, Población con discapacidad intelectual o cognitiva, 1161.0
Quilleco, Población con discapacidad intelectual o cognitiva, 103.0
Curanilahue, Población con discapacidad intelectual o cognitiva, 224.0
Nacimiento, Población con discapacidad intelectual o cognitiva, 248.0
Negrete, Población con discapacidad intelectual o cognitiva, 96.0
Lebu, Población con discapacidad intelectual o cognitiva, 196.0
Los Álamos, Población con discapacidad intelectual o cognitiva, 155.0
Santa Bárbara, Población con discapacidad intelectual o cognitiva, 203.0
Quilaco, Población con discapacidad intelectual o cognitiva, 36.0
Mulchén, Población con discapacidad intelectual o cognitiva, 267.0
Cañete, Población con discapacidad intelectual o cognitiva, 256.0
Alto Biobío, Población con discapacidad intelectual o cognitiva, -
Contulmo, Población con discapacidad intelectual o cognitiva, 64.0
Tirúa, Población con discapacidad intelectual o cognitiva, 72.0
Región De La Araucanía, Población con discapacidad intelectual o cognitiva, 6561.0
Renaico, Población con discapacidad intelectual o cognitiva, 66.0
Angol, Población con discapacidad intelectual o cognitiva, 379.0
Collipulli, Población con discapacidad intelectual o cognitiva, 204.0
Los Sauces, Población con discapacidad intelectual o cognitiva, 83.0
Purén, Población con discapacidad intelectual o cognitiva, 134.0
Ercilla, Población con discapacidad intelectual o cognitiva, 95.0
Lumaco, Población con discapacidad intelectual o cognitiva, 87.0
Victoria, Población con discapacidad intelectual o cognitiva, 223.0
Traiguén, Población con discapacidad intelectual o cognitiva, 176.0
Galvarino, Población con discapacidad intelectual o cognitiva, 120.0
Perquenco, Población con discapacidad intelectual o cognitiva, 70.0
Curacautín, Población con discapacidad intelectual o cognitiva, 173.0
Lonquimay, Población con discapacidad intelectual o cognitiva, 97.0
Lautaro, Población con discapacidad intelectual o cognitiva, 264.0
Cholchol, Población con discapacidad intelectual o cognitiva, -
Vilcún, Población con discapacidad intelectual o cognitiva, 171.0
Carahue, Población con discapacidad intelectual o cognitiva, 224.0
Temuco, Población con discapacidad intelectual o cognitiva, 1456.0
Nueva Imperial, Población con discapacidad intelectual o cognitiva, 364.0
Padre Las Casas, Población con discapacidad intelectual o cognitiva, 362.0
Saavedra, Población con discapacidad intelectual o cognitiva, 172.0
Melipeuco, Población con discapacidad intelectual o cognitiva, 69.0
Cunco, Población con discapacidad intelectual o cognitiva, 145.0
Freire, Población con discapacidad intelectual o cognitiva, 201.0
Pitrufquén, Población con discapacidad intelectual o cognitiva, 181.0
Teodoro Schmidt, Población con discapacidad intelectual o cognitiva, 128.0
Gorbea, Población con discapacidad intelectual o cognitiva, 142.0
Toltén, Población con discapacidad intelectual o cognitiva, 102.0
Pucón, Población con discapacidad intelectual o cognitiva, 120.0
Villarrica, Población con discapacidad intelectual o cognitiva, 263.0
Curarrehue, Población con discapacidad intelectual o cognitiva, 69.0
Loncoche, Población con discapacidad intelectual o cognitiva, 221.0
Región De Los Lagos, Población con discapacidad intelectual o cognitiva, 8037.0
Mariquina, Población con discapacidad intelectual o cognitiva, 131.0
Lanco, Población con discapacidad intelectual o cognitiva, 119.0
Panguipulli, Población con discapacidad intelectual o cognitiva, 288.0
Máfil, Población con discapacidad intelectual o cognitiva, 73.0
Valdivia, Población con discapacidad intelectual o cognitiva, 914.0
Los Lagos, Población con discapacidad intelectual o cognitiva, 144.0
Corral, Población con discapacidad intelectual o cognitiva, 36.0
Paillaco, Población con discapacidad intelectual o cognitiva, 212.0
Futrono, Población con discapacidad intelectual o cognitiva, 114.0
La Unión, Población con discapacidad intelectual o cognitiva, 303.0
Lago Ranco, Población con discapacidad intelectual o cognitiva, 121.0
Río Bueno, Población con discapacidad intelectual o cognitiva, 274.0
San Pablo, Población con discapacidad intelectual o cognitiva, 112.0
Osorno, Población con discapacidad intelectual o cognitiva, 1137.0
San Juan De La Costa, Población con discapacidad intelectual o cognitiva, 118.0
Puyehue, Población con discapacidad intelectual o cognitiva, 88.0
Río Negro, Población con discapacidad intelectual o cognitiva, 153.0
Purranque, Población con discapacidad intelectual o cognitiva, 196.0
Puerto Octay, Población con discapacidad intelectual o cognitiva, 75.0
Frutillar, Población con discapacidad intelectual o cognitiva, 107.0
Fresia, Población con discapacidad intelectual o cognitiva, 103.0
Llanquihue, Población con discapacidad intelectual o cognitiva, 107.0
Puerto Varas, Población con discapacidad intelectual o cognitiva, 178.0
Los Muermos, Población con discapacidad intelectual o cognitiva, 110.0
Puerto Montt, Población con discapacidad intelectual o cognitiva, 1050.0
Maullín, Población con discapacidad intelectual o cognitiva, 111.0
Cochamó, Población con discapacidad intelectual o cognitiva, 42.0
Calbuco, Población con discapacidad intelectual o cognitiva, 256.0
Ancud, Población con discapacidad intelectual o cognitiva, 364.0
Hualaihué, Población con discapacidad intelectual o cognitiva, 69.0
Quemchi, Población con discapacidad intelectual o cognitiva, 82.0
Dalcahue, Población con discapacidad intelectual o cognitiva, 70.0
Curaco De Vélez, Población con discapacidad intelectual o cognitiva, 54.0
Quinchao, Población con discapacidad intelectual o cognitiva, 89.0
Castro, Población con discapacidad intelectual o cognitiva, 286.0
Puqueldón, Población con discapacidad intelectual o cognitiva, 31.0
Chonchi, Población con discapacidad intelectual o cognitiva, 85.0
Queilén, Población con discapacidad intelectual o cognitiva, 62.0
Chaitén, Población con discapacidad intelectual o cognitiva, 40.0
Quellón, Población con discapacidad intelectual o cognitiva, 104.0
Futaleufú, Población con discapacidad intelectual o cognitiva, 23.0
Palena, Población con discapacidad intelectual o cognitiva, 6.0
Región De Aysén Del Gral. Carlos Ibáñez Del Campo, Población con discapacidad intelectual o cognitiva, 494.0
Guaitecas, Población con discapacidad intelectual o cognitiva, 10.0
Lago Verde, Población con discapacidad intelectual o cognitiva, 6.0
Cisnes, Población con discapacidad intelectual o cognitiva, 23.0
Aysén, Población con discapacidad intelectual o cognitiva, 104.0
Coyhaique, Población con discapacidad intelectual o cognitiva, 279.0
Río Ibáñez, Población con discapacidad intelectual o cognitiva, 22.0
Chile Chico, Población con discapacidad intelectual o cognitiva, 27.0
Cochrane, Población con discapacidad intelectual o cognitiva, 17.0
Tortel, Población con discapacidad intelectual o cognitiva, 4.0
O’higgins, Población con discapacidad intelectual o cognitiva, 2.0
Región De Magallanes Y De La Antártica Chilena, Población con discapacidad intelectual o cognitiva, 698.0
Torres Del Paine, Población con discapacidad intelectual o cognitiva, 0.0
Natales, Población con discapacidad intelectual o cognitiva, 97.0
Laguna Blanca, Población con discapacidad intelectual o cognitiva, 1.0
San Gregorio, Población con discapacidad intelectual o cognitiva, 0.0
Río Verde, Población con discapacidad intelectual o cognitiva, 0.0
Primavera, Población con discapacidad intelectual o cognitiva, 0.0
Punta Arenas, Población con discapacidad intelectual o cognitiva, 577.0
Porvenir, Población con discapacidad intelectual o cognitiva, 21.0
Timaukel, Población con discapacidad intelectual o cognitiva, 0.0
Cabo De Hornos, Población con discapacidad intelectual o cognitiva, 2.0
Antártica, Población con discapacidad intelectual o cognitiva, 0.0
